epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,2891.23,0.85091,1.75762,0.48013,0.90842,0.98043,0.95262,0.9855,0.70894,0.9687,0.94145,0.96003,0.49388,0.94241,1.65478,0.53532,0.90381,0.00124121,0.00124121,0.00124121
131,2913.47,0.85983,1.74564,0.51684,0.89909,0.97223,0.95437,0.98297,0.70465,0.96061,0.94297,0.96109,0.45782,0.9776,1.79821,0.55586,0.90981,0.00123791,0.00123791,0.00123791
132,2935.63,0.87333,1.67065,0.51888,0.93656,0.97135,0.95057,0.9826,0.71286,0.95969,0.93916,0.95275,0.49617,0.96439,1.7087,0.53615,0.90274,0.00123461,0.00123461,0.00123461
133,2957.68,0.89085,1.74807,0.52006,0.94359,0.98218,0.95057,0.98465,0.69706,0.97432,0.94297,0.97001,0.49935,0.99744,1.66901,0.527,0.90917,0.00123131,0.00123131,0.00123131
134,2979.8,0.8494,1.68702,0.48971,0.8942,0.9804,0.95083,0.98727,0.71384,0.96864,0.93949,0.96402,0.48324,0.96801,1.70103,0.5165,0.91157,0.00122801,0.00122801,0.00122801
135,3001.76,0.96582,1.63221,0.63706,1.09143,0.98939,0.93916,0.98803,0.72206,0.97312,0.92395,0.96029,0.48577,0.95586,1.72531,0.50661,0.90512,0.00122471,0.00122471,0.00122471
136,3023.96,0.84131,1.66987,0.51708,0.92769,0.98276,0.93536,0.98606,0.73366,0.97078,0.92395,0.96586,0.51443,0.93059,1.63072,0.51934,0.89995,0.00122141,0.00122141,0.00122141
137,3046.39,0.86266,1.64518,0.48974,0.90218,0.98276,0.93536,0.98606,0.73366,0.97078,0.92395,0.96586,0.51443,0.93059,1.63072,0.51934,0.89995,0.00121811,0.00121811,0.00121811
138,3068.79,0.80304,1.59251,0.64307,0.86292,0.9751,0.93916,0.98745,0.72109,0.95911,0.92395,0.96231,0.47983,0.92946,1.67884,0.53758,0.90395,0.00121481,0.00121481,0.00121481
139,3090.73,0.91566,1.61358,0.65814,1.03121,0.97822,0.88973,0.97544,0.70267,0.95258,0.86692,0.94502,0.46336,0.97033,1.79309,0.57339,0.91644,0.00121151,0.00121151,0.00121151
140,3112.91,0.8296,1.55585,0.60352,0.90154,0.96267,0.88242,0.97048,0.71049,0.94268,0.85932,0.94336,0.51046,1.00213,1.73453,0.63561,0.92589,0.00120821,0.00120821,0.00120821
141,3135.04,0.86,1.70832,0.61915,0.92825,0.98397,0.93366,0.98761,0.73074,0.97494,0.91635,0.96647,0.51282,0.96613,1.72995,0.54229,0.92161,0.00120491,0.00120491,0.00120491
142,3157.24,0.85664,1.56945,0.54844,0.95054,0.97819,0.95817,0.98894,0.73026,0.95102,0.93156,0.94445,0.46176,0.95343,1.70542,0.5455,0.91622,0.00120161,0.00120161,0.00120161
143,3179.36,0.8915,1.64544,0.5743,0.96759,0.97305,0.96114,0.98565,0.72992,0.94227,0.93097,0.94132,0.48582,0.941,1.67353,0.53759,0.90781,0.00119831,0.00119831,0.00119831
144,3201.59,0.85833,1.62003,0.50898,0.90393,0.98119,0.96198,0.98651,0.73042,0.9618,0.94297,0.95954,0.51897,0.94392,1.63475,0.52495,0.90208,0.00119501,0.00119501,0.00119501
145,3223.99,0.83279,1.55888,0.52653,0.95154,0.98371,0.96198,0.98945,0.73298,0.96035,0.93916,0.95825,0.4868,0.93914,1.68718,0.50758,0.90063,0.0011917,0.0011917,0.0011917
146,3245.93,0.82474,1.50217,0.50236,0.93334,0.98274,0.95817,0.99133,0.72816,0.96458,0.93916,0.96651,0.4863,0.9432,1.71722,0.51162,0.90324,0.0011884,0.0011884,0.0011884
147,3268.18,0.81286,1.50671,0.48641,0.89843,0.98428,0.95219,0.99039,0.73118,0.97642,0.94459,0.97744,0.51833,0.95901,1.62898,0.53799,0.90639,0.0011851,0.0011851,0.0011851
148,3290.74,0.84888,1.52598,0.52183,0.91756,0.96573,0.96432,0.99082,0.72793,0.9504,0.94722,0.97535,0.50913,0.97318,1.68218,0.54253,0.90774,0.0011818,0.0011818,0.0011818
149,3312.87,0.86276,1.50712,0.5251,0.94555,0.98374,0.95057,0.99138,0.73533,0.964,0.93156,0.96385,0.48198,0.94206,1.69625,0.53117,0.90068,0.0011785,0.0011785,0.0011785
150,3334.94,0.77798,1.43382,0.45739,0.89861,0.97304,0.96578,0.99168,0.74871,0.94235,0.93536,0.94852,0.48931,0.90813,1.61902,0.52161,0.89438,0.0011752,0.0011752,0.0011752
151,3357.02,0.81532,1.52382,0.49857,0.95633,0.97314,0.96423,0.99033,0.74427,0.95011,0.94142,0.96155,0.49142,0.92365,1.63188,0.52248,0.89235,0.0011719,0.0011719,0.0011719
152,3379.43,0.77323,1.47071,0.5515,0.92087,0.97906,0.96578,0.98906,0.73254,0.95978,0.94677,0.96208,0.49242,0.93713,1.62879,0.50907,0.89965,0.0011686,0.0011686,0.0011686
153,3401.44,0.7855,1.41434,0.48285,0.91885,0.97906,0.96578,0.98906,0.73254,0.95978,0.94677,0.96208,0.49242,0.93713,1.62879,0.50907,0.89965,0.0011653,0.0011653,0.0011653
154,3423.71,0.76275,1.44731,0.46498,0.87869,0.99196,0.93823,0.98612,0.75396,0.97588,0.92305,0.95966,0.51724,0.90149,1.57118,0.49862,0.89459,0.001162,0.001162,0.001162
155,3446.25,0.81077,1.45005,0.50782,0.9426,0.98399,0.93497,0.98794,0.74706,0.96799,0.91976,0.96375,0.49197,0.92019,1.55187,0.50245,0.9003,0.0011587,0.0011587,0.0011587
156,3468.28,0.81357,1.41042,0.52296,0.94477,0.98577,0.93916,0.99034,0.74665,0.97581,0.92776,0.97279,0.49532,0.9287,1.57137,0.51375,0.9034,0.0011554,0.0011554,0.0011554
157,3490.52,0.81555,1.50741,0.47747,0.88191,0.98372,0.93916,0.98971,0.73801,0.9687,0.92776,0.97266,0.52354,0.92989,1.55973,0.50833,0.89552,0.0011521,0.0011521,0.0011521
158,3512.56,0.85171,1.51091,0.5219,0.93487,0.96255,0.96198,0.99128,0.73237,0.94353,0.94297,0.97032,0.49017,0.94642,1.64772,0.52056,0.89973,0.0011488,0.0011488,0.0011488
159,3534.7,0.81473,1.50042,0.49646,0.91623,0.97925,0.95057,0.99169,0.72587,0.97585,0.92776,0.96572,0.49576,0.93672,1.6361,0.52474,0.8987,0.0011455,0.0011455,0.0011455
160,3556.97,0.75185,1.37813,0.44873,0.88491,0.98424,0.94974,0.9914,0.735,0.97284,0.92776,0.96508,0.49194,0.91519,1.62855,0.50303,0.89295,0.0011422,0.0011422,0.0011422
161,3579.13,0.77055,1.47611,0.44122,0.8886,0.98823,0.95768,0.99129,0.71067,0.95678,0.92587,0.94616,0.46689,0.98231,1.82002,0.51902,0.89618,0.00113889,0.00113889,0.00113889
162,3601.4,0.77383,1.48475,0.45948,0.89249,0.9827,0.95817,0.99089,0.74013,0.95584,0.93156,0.95093,0.49321,0.9257,1.67722,0.51854,0.8884,0.00113559,0.00113559,0.00113559
163,3623.44,0.81746,1.42681,0.49548,0.90617,0.99002,0.95817,0.99124,0.74719,0.96651,0.93536,0.95547,0.52239,0.91394,1.58317,0.51362,0.88476,0.00113229,0.00113229,0.00113229
164,3645.57,0.77969,1.5118,0.46136,0.91574,0.99606,0.96068,0.99186,0.73325,0.95666,0.92327,0.9298,0.44969,0.915,1.63157,0.49362,0.88828,0.00112899,0.00112899,0.00112899
165,3667.75,0.78511,1.37038,0.47887,0.91809,0.99355,0.95437,0.98967,0.73098,0.96077,0.9312,0.93299,0.47382,0.90517,1.57272,0.49105,0.89031,0.00112569,0.00112569,0.00112569
166,3689.91,0.85224,1.39261,0.51926,0.97784,0.98805,0.94331,0.98783,0.73608,0.97213,0.9284,0.95822,0.53764,0.94132,1.5338,0.49485,0.89435,0.00112239,0.00112239,0.00112239
167,3712.27,0.84005,1.35825,0.46978,0.92853,0.99864,0.94677,0.98854,0.73846,0.98259,0.93156,0.95592,0.52374,0.91644,1.53264,0.49885,0.88867,0.00111909,0.00111909,0.00111909
168,3734.59,0.7879,1.33391,0.45205,0.9048,0.99762,0.95437,0.99181,0.73719,0.97051,0.92776,0.95171,0.49588,0.932,1.70025,0.51601,0.88897,0.00111579,0.00111579,0.00111579
169,3756.71,0.83496,1.474,0.4801,0.9104,0.99762,0.95437,0.99181,0.73719,0.97051,0.92776,0.95171,0.49588,0.932,1.70025,0.51601,0.88897,0.00111249,0.00111249,0.00111249
170,3778.8,0.79898,1.37383,0.44911,0.86964,0.99606,0.9606,0.99236,0.74072,0.96445,0.92837,0.94117,0.47428,0.92749,1.66518,0.52201,0.88471,0.00110919,0.00110919,0.00110919
171,3800.84,0.80878,1.39411,0.4861,0.96173,0.99606,0.96081,0.99271,0.75395,0.98027,0.94458,0.9695,0.50369,0.87623,1.56205,0.50246,0.87843,0.00110589,0.00110589,0.00110589
172,3822.98,0.78183,1.32876,0.46616,0.89827,0.99604,0.95589,0.99255,0.74617,0.98019,0.94076,0.96838,0.519,0.90466,1.62257,0.49437,0.88167,0.00110259,0.00110259,0.00110259
173,3845.18,0.87567,1.40722,0.51258,0.99579,0.99999,0.95437,0.99185,0.73724,0.98689,0.94297,0.97598,0.52713,0.92687,1.65705,0.4868,0.88427,0.00109929,0.00109929,0.00109929
174,3867.29,0.76749,1.33186,0.46422,0.90983,0.96727,0.96578,0.99061,0.74468,0.98786,0.92788,0.97501,0.51932,0.89382,1.55858,0.48881,0.88734,0.00109599,0.00109599,0.00109599
175,3889.39,0.72489,1.30822,0.41406,0.8809,0.98894,0.95817,0.99132,0.75539,0.9684,0.93916,0.9675,0.51797,0.87022,1.56475,0.47929,0.88851,0.00109269,0.00109269,0.00109269
176,3912,0.73665,1.3159,0.41658,0.886,0.98827,0.96105,0.99208,0.74237,0.96859,0.94297,0.96849,0.5298,0.90004,1.60039,0.47667,0.88635,0.00108938,0.00108938,0.00108938
177,3933.97,0.73652,1.36077,0.42116,0.89468,0.96651,0.98759,0.99292,0.74747,0.94791,0.96865,0.96846,0.5073,0.89597,1.61209,0.4869,0.88911,0.00108608,0.00108608,0.00108608
178,3956.12,0.71848,1.27574,0.41911,0.88395,0.98473,0.98082,0.99318,0.75609,0.96565,0.96194,0.97008,0.51122,0.88485,1.60944,0.50281,0.88996,0.00108278,0.00108278,0.00108278
179,3978.24,0.69406,1.34242,0.39931,0.86633,0.98106,0.98487,0.99362,0.7474,0.9584,0.96364,0.96052,0.50233,0.89194,1.60507,0.4877,0.88948,0.00107948,0.00107948,0.00107948
180,4000.63,0.76311,1.29481,0.45174,0.9275,0.98458,0.97719,0.99418,0.75722,0.96159,0.95437,0.95788,0.49168,0.8686,1.59196,0.46448,0.88837,0.00107618,0.00107618,0.00107618
181,4022.68,0.7792,1.35301,0.46133,0.94378,0.99572,0.96578,0.99377,0.75806,0.97612,0.94677,0.96932,0.52035,0.87229,1.59189,0.47305,0.88706,0.00107288,0.00107288,0.00107288
182,4045.23,0.7302,1.31429,0.42829,0.91385,0.99165,0.97338,0.99384,0.76947,0.97278,0.95111,0.9762,0.5235,0.85278,1.5425,0.47516,0.88135,0.00106958,0.00106958,0.00106958
183,4067.79,0.71758,1.26194,0.41688,0.88423,0.99102,0.96958,0.9936,0.77142,0.95172,0.95437,0.96275,0.51107,0.85962,1.52329,0.474,0.88425,0.00106628,0.00106628,0.00106628
184,4089.99,0.71391,1.25664,0.40881,0.86429,0.98467,0.97677,0.99385,0.77576,0.96544,0.95587,0.97333,0.54329,0.85799,1.46295,0.47356,0.88095,0.00106298,0.00106298,0.00106298
185,4112.41,0.70911,1.26401,0.42242,0.87936,0.98467,0.97677,0.99385,0.77576,0.96544,0.95587,0.97333,0.54329,0.85799,1.46295,0.47356,0.88095,0.00105968,0.00105968,0.00105968
186,4135.03,0.73697,1.29492,0.4114,0.87651,0.99341,0.97338,0.99356,0.76822,0.96995,0.95057,0.97112,0.53771,0.8792,1.54645,0.46993,0.885,0.00105638,0.00105638,0.00105638
187,4157.24,0.74143,1.26781,0.42333,0.88455,0.98844,0.97338,0.99374,0.75289,0.97298,0.95834,0.97703,0.56252,0.90016,1.48922,0.47662,0.88582,0.00105308,0.00105308,0.00105308
188,4179.42,0.68983,1.20133,0.40257,0.87675,0.99484,0.96958,0.99396,0.7752,0.9718,0.95057,0.9721,0.54794,0.86094,1.44012,0.47252,0.8801,0.00104978,0.00104978,0.00104978
189,4201.89,0.71132,1.22913,0.41688,0.87655,0.99596,0.96958,0.99436,0.76971,0.97278,0.95129,0.97102,0.54153,0.86547,1.41656,0.48002,0.88312,0.00104648,0.00104648,0.00104648
190,4223.88,0.77251,1.36113,0.44979,0.91687,0.98832,0.96522,0.99414,0.76576,0.96887,0.94683,0.96783,0.54325,0.86366,1.39895,0.47567,0.88081,0.00104318,0.00104318,0.00104318
191,4245.93,0.74843,1.23782,0.42706,0.89614,0.9816,0.96958,0.99392,0.73592,0.96227,0.95057,0.97243,0.55679,0.9575,1.46319,0.49434,0.89047,0.00103987,0.00103987,0.00103987
192,4268.03,0.77423,1.29149,0.4521,0.92631,0.9883,0.96357,0.99371,0.75293,0.9727,0.94836,0.9782,0.57132,0.9079,1.43963,0.48347,0.87872,0.00103657,0.00103657,0.00103657
193,4290.55,0.76643,1.28047,0.43715,0.88082,0.99218,0.96431,0.99389,0.76423,0.97653,0.9491,0.97291,0.55416,0.86344,1.36693,0.4655,0.86819,0.00103327,0.00103327,0.00103327
194,4312.75,0.75523,1.21305,0.41716,0.88127,0.99784,0.95437,0.99373,0.76066,0.9819,0.93916,0.97436,0.53729,0.87304,1.4435,0.48023,0.875,0.00102997,0.00102997,0.00102997
195,4334.81,0.73379,1.15162,0.43686,0.92553,0.99411,0.95437,0.99374,0.7552,0.97683,0.93916,0.97359,0.5313,0.89595,1.50437,0.47693,0.88438,0.00102667,0.00102667,0.00102667
196,4356.92,0.73417,1.27995,0.4574,0.87601,1,0.95505,0.99351,0.74943,0.98412,0.94227,0.97079,0.55846,0.9087,1.46848,0.47976,0.88568,0.00102337,0.00102337,0.00102337
197,4379.2,0.74101,1.20549,0.40776,0.8832,0.99415,0.95817,0.99316,0.77005,0.97837,0.94297,0.97074,0.53604,0.86257,1.41546,0.46176,0.87632,0.00102007,0.00102007,0.00102007
198,4401.42,0.69433,1.17935,0.40516,0.88434,0.99478,0.95817,0.99331,0.76626,0.97899,0.94297,0.97527,0.53061,0.86961,1.45927,0.45732,0.87657,0.00101677,0.00101677,0.00101677
199,4423.39,0.74524,1.17467,0.41934,0.89145,0.99534,0.95817,0.99293,0.76892,0.97946,0.94297,0.9762,0.55998,0.86432,1.4221,0.46869,0.87102,0.00101347,0.00101347,0.00101347
200,4445.78,0.81263,1.22183,0.44985,0.92089,0.99675,0.95437,0.99271,0.76759,0.98071,0.93916,0.97502,0.56596,0.87439,1.43438,0.49434,0.87231,0.00101017,0.00101017,0.00101017
201,4468.01,0.74869,1.17161,0.41741,0.87768,0.99675,0.95437,0.99271,0.76759,0.98071,0.93916,0.97502,0.56596,0.87439,1.43438,0.49434,0.87231,0.00100687,0.00100687,0.00100687
202,4490.67,0.71941,1.17666,0.40155,0.86858,0.99562,0.95437,0.99328,0.77035,0.96776,0.92776,0.95955,0.53225,0.87065,1.48545,0.48406,0.87607,0.00100357,0.00100357,0.00100357
203,4512.68,0.75466,1.19865,0.41986,0.91024,0.97723,0.97914,0.99393,0.76688,0.95067,0.95266,0.9596,0.55727,0.88401,1.41136,0.46421,0.87642,0.00100027,0.00100027,0.00100027
204,4534.85,0.71291,1.21807,0.39997,0.87354,0.96723,0.98479,0.99365,0.77753,0.95183,0.96958,0.97377,0.55253,0.86151,1.40307,0.46406,0.87501,0.000996966,0.000996966,0.000996966
205,4557.1,0.71085,1.17685,0.40585,0.8723,0.99211,0.95573,0.99363,0.76007,0.95064,0.96578,0.96457,0.53114,0.90437,1.49355,0.46627,0.88156,0.000993665,0.000993665,0.000993665
206,4579.16,0.74758,1.19019,0.41288,0.8803,0.98746,0.98099,0.99434,0.76098,0.97215,0.96578,0.97512,0.55526,0.88667,1.49887,0.46614,0.87573,0.000990365,0.000990365,0.000990365
207,4601.19,0.77704,1.12881,0.45605,0.96492,0.99397,0.96958,0.99393,0.75967,0.97838,0.95437,0.97548,0.56165,0.88177,1.4166,0.47316,0.87624,0.000987064,0.000987064,0.000987064
208,4623.77,0.74228,1.14189,0.41693,0.88561,0.99709,0.95817,0.99389,0.75026,0.9773,0.93916,0.97156,0.55685,0.91453,1.52875,0.47985,0.88333,0.000983763,0.000983763,0.000983763
209,4645.75,0.77827,1.2019,0.45631,0.93052,0.99094,0.96198,0.99381,0.75538,0.96744,0.93916,0.97095,0.56707,0.90355,1.47125,0.46097,0.88076,0.000980463,0.000980463,0.000980463
210,4667.7,0.76132,1.16773,0.42543,0.91329,0.98103,0.98328,0.99371,0.7682,0.96206,0.96427,0.96214,0.57262,0.86892,1.36003,0.44499,0.88368,0.000977162,0.000977162,0.000977162
211,4690.08,0.71348,1.13039,0.40347,0.88372,0.99046,0.97719,0.99363,0.76732,0.97119,0.95817,0.96721,0.55812,0.87732,1.40978,0.44622,0.87858,0.000973861,0.000973861,0.000973861
212,4711.97,0.70638,1.09492,0.41251,0.91218,0.97716,0.97602,0.98947,0.75576,0.95813,0.95708,0.96393,0.54376,0.89547,1.46626,0.45457,0.88008,0.000970561,0.000970561,0.000970561
213,4734.12,0.73242,1.17538,0.40326,0.89081,0.98092,0.97714,0.9867,0.77135,0.96943,0.96461,0.97157,0.54965,0.85935,1.3731,0.4482,0.87109,0.00096726,0.00096726,0.00096726
214,4756.19,0.70765,1.09303,0.39952,0.8738,0.98103,0.983,0.99387,0.77121,0.95826,0.96018,0.96264,0.55023,0.86308,1.39857,0.46562,0.87568,0.000963959,0.000963959,0.000963959
215,4778.41,0.73572,1.11389,0.43901,0.90202,0.97787,0.98479,0.99425,0.76348,0.95697,0.96198,0.96264,0.53747,0.89112,1.50162,0.46743,0.88641,0.000960659,0.000960659,0.000960659
216,4800.43,0.70621,1.15035,0.3937,0.86415,0.9886,0.96578,0.98824,0.76751,0.96305,0.96958,0.97256,0.56099,0.86995,1.43064,0.46523,0.88429,0.000957358,0.000957358,0.000957358
217,4822.42,0.74441,1.10407,0.48196,0.94585,0.9886,0.96578,0.98824,0.76751,0.96305,0.96958,0.97256,0.56099,0.86995,1.43064,0.46523,0.88429,0.000954057,0.000954057,0.000954057
218,4844.5,0.72423,1.1228,0.38904,0.86754,0.98064,0.96311,0.98651,0.77042,0.96903,0.95171,0.97469,0.57406,0.86523,1.38144,0.45186,0.88016,0.000950757,0.000950757,0.000950757
219,4866.71,0.71977,1.11515,0.40858,0.88055,0.97353,0.97872,0.98996,0.77797,0.96116,0.9409,0.9609,0.54645,0.8556,1.44583,0.44596,0.88275,0.000947456,0.000947456,0.000947456
220,4888.7,0.73386,1.151,0.41468,0.90083,0.98454,0.98479,0.99164,0.77721,0.96154,0.96198,0.96572,0.54355,0.85696,1.4687,0.45353,0.88515,0.000944155,0.000944155,0.000944155
221,4910.72,0.69779,1.07379,0.40222,0.88143,0.9885,0.98062,0.9942,0.76917,0.964,0.95437,0.96189,0.57493,0.85991,1.36105,0.46833,0.88747,0.000940855,0.000940855,0.000940855
222,4933.03,0.69238,1.14769,0.39644,0.86747,0.98476,0.98252,0.99442,0.77006,0.96948,0.96635,0.97736,0.57135,0.86226,1.33282,0.46874,0.88655,0.000937554,0.000937554,0.000937554
223,4955.04,0.76452,1.02096,0.46657,0.96026,0.9923,0.98021,0.99458,0.76416,0.97303,0.96041,0.97176,0.55448,0.88223,1.35586,0.47066,0.88248,0.000934253,0.000934253,0.000934253
224,4977.05,0.79089,1.04236,0.49874,0.9998,0.99248,0.9924,0.99489,0.7699,0.96895,0.96578,0.96345,0.55154,0.84862,1.33404,0.46156,0.87681,0.000930953,0.000930953,0.000930953
225,4999.1,0.69902,1.06038,0.41145,0.87382,0.9923,0.98046,0.9941,0.77482,0.97668,0.95566,0.97648,0.55819,0.83983,1.34743,0.46178,0.88011,0.000927652,0.000927652,0.000927652
226,5021.09,0.66527,0.99646,0.41425,0.88234,0.99372,0.96198,0.99351,0.77207,0.97015,0.93916,0.96303,0.56379,0.84021,1.34562,0.46249,0.87671,0.000924352,0.000924352,0.000924352
227,5043.24,0.72574,1.10652,0.40379,0.87532,0.98725,0.97719,0.99403,0.78064,0.96421,0.95437,0.95929,0.55588,0.83541,1.34939,0.45982,0.8703,0.000921051,0.000921051,0.000921051
228,5065.21,0.74053,1.04939,0.45026,0.94191,0.98046,0.98479,0.99429,0.77711,0.95766,0.96198,0.9602,0.56973,0.85565,1.3323,0.46773,0.87474,0.00091775,0.00091775,0.00091775
229,5087.5,0.68653,1.04699,0.40542,0.89344,0.98845,0.97649,0.99366,0.77061,0.97306,0.96152,0.97176,0.59278,0.86874,1.24714,0.47564,0.87451,0.00091445,0.00091445,0.00091445
230,5109.96,0.71102,1.01008,0.43549,0.93332,0.98841,0.97317,0.99403,0.77352,0.97291,0.95817,0.97193,0.56829,0.84705,1.24721,0.48116,0.87521,0.000911149,0.000911149,0.000911149
231,5131.87,0.75481,1.02991,0.47911,0.98348,0.9809,0.97633,0.99375,0.76772,0.96525,0.95044,0.967,0.56129,0.86136,1.35354,0.48387,0.88255,0.000907848,0.000907848,0.000907848
232,5153.99,0.68817,1.12367,0.41099,0.92208,0.97361,0.9819,0.99406,0.76797,0.95476,0.96289,0.97271,0.57342,0.86938,1.31099,0.48049,0.88536,0.000904548,0.000904548,0.000904548
233,5175.9,0.69632,0.99724,0.4034,0.89086,0.97361,0.9819,0.99406,0.76797,0.95476,0.96289,0.97271,0.57342,0.86938,1.31099,0.48049,0.88536,0.000901247,0.000901247,0.000901247
234,5197.94,0.68205,1.08618,0.38437,0.86808,0.96672,0.9941,0.99414,0.75359,0.95879,0.9732,0.98177,0.56428,0.8994,1.3536,0.48601,0.89674,0.000897946,0.000897946,0.000897946
235,5220.13,0.6722,1.01391,0.39111,0.8841,0.95924,0.98441,0.99351,0.75218,0.97126,0.95437,0.98458,0.56715,0.90781,1.3847,0.48795,0.89678,0.000894646,0.000894646,0.000894646
236,5242.22,0.69337,1.0747,0.39059,0.88109,0.96208,0.98479,0.9934,0.75971,0.95067,0.97338,0.9827,0.5533,0.89208,1.36744,0.48553,0.88866,0.000891345,0.000891345,0.000891345
237,5264.28,0.68857,1.05933,0.3814,0.85504,0.97966,0.96578,0.99369,0.7629,0.96411,0.95057,0.97463,0.55592,0.87624,1.28152,0.48577,0.88618,0.000888044,0.000888044,0.000888044
238,5286.3,0.69029,0.96895,0.39571,0.87379,0.97728,0.98113,0.99407,0.76642,0.96585,0.96797,0.98127,0.58107,0.88528,1.29597,0.4825,0.88521,0.000884744,0.000884744,0.000884744
239,5308.31,0.68185,1.0201,0.38098,0.89066,0.99257,0.97338,0.99444,0.78022,0.98082,0.96198,0.98128,0.58342,0.84606,1.29214,0.46003,0.87265,0.000881443,0.000881443,0.000881443
240,5330.65,0.69175,1.04278,0.38148,0.88089,0.99615,0.98277,0.99458,0.77682,0.98073,0.96777,0.97523,0.59885,0.83753,1.17495,0.44845,0.86772,0.000878142,0.000878142,0.000878142
241,5353.04,0.70618,1.00934,0.39694,0.88863,0.99236,0.98767,0.99302,0.77488,0.97708,0.97246,0.97707,0.59666,0.8363,1.1922,0.44391,0.87354,0.000874842,0.000874842,0.000874842
242,5375.22,0.74082,1.08081,0.41733,0.92915,0.99227,0.98859,0.99357,0.76792,0.97316,0.96958,0.96733,0.57988,0.89234,1.34249,0.46163,0.88134,0.000871541,0.000871541,0.000871541
243,5397.25,0.71011,1.00537,0.3976,0.87467,0.99156,0.98859,0.99324,0.76535,0.9763,0.97338,0.97312,0.58929,0.89261,1.32836,0.46173,0.88063,0.00086824,0.00086824,0.00086824
244,5419.44,0.68173,1.04958,0.36937,0.85613,0.99201,0.98859,0.99301,0.7733,0.98438,0.98099,0.98511,0.60879,0.86284,1.24267,0.45239,0.87299,0.00086494,0.00086494,0.00086494
245,5441.86,0.76622,1.04877,0.40461,0.91747,0.99158,0.98859,0.99331,0.77526,0.98014,0.97719,0.98113,0.58519,0.84464,1.24941,0.45096,0.86932,0.000861639,0.000861639,0.000861639
246,5464.16,0.69073,1.04973,0.37753,0.84845,0.98912,0.98479,0.99339,0.7729,0.96598,0.96198,0.95937,0.55706,0.8632,1.3201,0.45843,0.87572,0.000858338,0.000858338,0.000858338
247,5486.16,0.69598,0.99601,0.3975,0.89256,0.98758,0.97338,0.99328,0.75455,0.96434,0.95057,0.96201,0.56825,0.91079,1.37058,0.47359,0.88179,0.000855038,0.000855038,0.000855038
248,5508.38,0.72022,1.08652,0.38009,0.85136,0.99219,0.96589,0.99326,0.76287,0.97651,0.94837,0.97543,0.61239,0.88849,1.26438,0.47096,0.87769,0.000851737,0.000851737,0.000851737
249,5530.51,0.68043,0.96758,0.38307,0.85988,0.99219,0.96589,0.99326,0.76287,0.97651,0.94837,0.97543,0.61239,0.88849,1.26438,0.47096,0.87769,0.000848436,0.000848436,0.000848436
250,5552.56,0.68889,0.99025,0.38265,0.86679,0.96625,0.97965,0.99281,0.77875,0.9802,0.94101,0.9739,0.59403,0.86489,1.25154,0.46429,0.87045,0.000845136,0.000845136,0.000845136
251,5574.52,0.70533,0.97137,0.40264,0.93826,0.99219,0.96588,0.9939,0.77326,0.98047,0.95447,0.98245,0.58785,0.87909,1.36502,0.46011,0.87387,0.000841835,0.000841835,0.000841835
252,5596.99,0.63351,0.94892,0.36421,0.88017,0.98855,0.98522,0.9941,0.77221,0.9733,0.97012,0.98297,0.60728,0.886,1.33946,0.44918,0.87663,0.000838534,0.000838534,0.000838534
253,5618.95,0.6736,0.99159,0.36762,0.87905,0.9921,0.98859,0.99451,0.77789,0.97684,0.97338,0.97746,0.59313,0.8776,1.34648,0.43507,0.8776,0.000835234,0.000835234,0.000835234
254,5641.02,0.72448,1.021,0.38526,0.87461,0.99617,0.98829,0.99332,0.76993,0.97701,0.96936,0.96868,0.58441,0.86429,1.34548,0.4349,0.87138,0.000831933,0.000831933,0.000831933
255,5663.17,0.68078,0.98201,0.37134,0.87158,0.99514,0.98859,0.99348,0.77786,0.97591,0.96958,0.96789,0.57406,0.85218,1.30725,0.43869,0.87282,0.000828632,0.000828632,0.000828632
256,5685.69,0.67065,1.00091,0.37161,0.88249,0.99213,0.98859,0.99363,0.7728,0.97298,0.96958,0.97384,0.59313,0.85622,1.34025,0.43767,0.87952,0.000825332,0.000825332,0.000825332
257,5707.74,0.68244,0.99627,0.38766,0.9016,0.99225,0.97345,0.99455,0.77577,0.96927,0.95955,0.97337,0.60098,0.87708,1.40695,0.4536,0.88443,0.000822031,0.000822031,0.000822031
258,5729.87,0.66972,1.02682,0.37508,0.86053,0.99577,0.98099,0.99435,0.77185,0.98034,0.96578,0.97788,0.61559,0.87792,1.36081,0.44707,0.87539,0.00081873,0.00081873,0.00081873
259,5752.23,0.721,0.96178,0.39317,0.88613,0.99236,0.98803,0.9947,0.78613,0.97327,0.96912,0.97283,0.59361,0.82505,1.27512,0.43652,0.86453,0.00081543,0.00081543,0.00081543
260,5774.25,0.73001,1.0331,0.39597,0.91298,0.99232,0.982,0.99477,0.78237,0.97311,0.96306,0.96885,0.58635,0.84059,1.30864,0.43677,0.87012,0.000812129,0.000812129,0.000812129
