epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,300.078,1.89419,2.51291,1.23787,0.90031,0.03605,0.20152,0.03581,0.01534,0.02381,0.13308,0.02646,0.01662,1.98438,2.80147,3.47727,0.95384,0.000645846,0.000645846,0.000645846
12,327.415,1.89558,2.36894,1.19032,0.91485,0.03753,0.21293,0.03483,0.01316,0.0315,0.17871,0.03057,0.01595,2.00032,2.73299,3.44397,0.96558,0.000698168,0.000698168,0.000698168
13,353.974,1.85296,2.41821,1.21044,0.91092,0.01406,0.07985,0.02268,0.01695,0.01539,0.08745,0.02336,0.01559,2.15625,3.09248,3.51238,0.98425,0.00074917,0.00074917,0.00074917
14,381.457,1.9287,2.56665,1.13295,0.89994,0.03699,0.21293,0.03862,0.02096,0.03963,0.22814,0.04086,0.02198,1.96829,2.95722,3.43183,0.95304,0.000798851,0.000798851,0.000798851
15,408.042,1.73336,2.54226,1.08384,0.89742,0.07275,0.40304,0.09336,0.03823,0.0604,0.3346,0.06535,0.03488,1.84873,2.76978,3.2719,0.94855,0.000847213,0.000847213,0.000847213
16,435.105,1.76691,2.43091,1.07638,0.89496,0.08517,0.45627,0.13098,0.05623,0.06671,0.35741,0.0797,0.0381,1.91612,2.72996,3.20718,0.94121,0.000894254,0.000894254,0.000894254
17,461.536,1.62748,2.18686,1.04,0.89483,0.09723,0.52091,0.13804,0.06455,0.09155,0.49049,0.11132,0.05435,1.77537,2.46893,3.10378,0.92275,0.000939975,0.000939975,0.000939975
18,488.994,1.74663,2.37838,1.01365,0.8836,0.11859,0.61597,0.20818,0.08767,0.09517,0.4943,0.1377,0.06203,1.77687,2.59661,2.94288,0.91764,0.000984375,0.000984375,0.000984375
19,515.252,1.71195,2.56059,1.03135,0.8871,0.12473,0.65399,0.28387,0.12062,0.1066,0.55894,0.21498,0.09235,1.72801,2.38746,2.84578,0.91805,0.00102746,0.00102746,0.00102746
20,542.355,1.70351,2.45123,0.99404,0.87578,0.12877,0.6654,0.36773,0.14809,0.10375,0.53612,0.25895,0.1252,1.78078,2.36535,2.79694,0.92353,0.00106922,0.00106922,0.00106922
21,568.8,1.49832,1.99206,0.91932,0.88155,0.11855,0.61977,0.3564,0.15786,0.10255,0.53612,0.29919,0.14019,1.86742,2.27509,2.74306,0.92912,0.00110966,0.00110966,0.00110966
22,595.588,1.70516,2.1777,0.99107,0.88588,0.13842,0.74525,0.52671,0.23334,0.11723,0.63118,0.40235,0.19384,1.82914,2.23958,2.60894,0.91938,0.00114877,0.00114877,0.00114877
23,622.315,1.7659,2.31971,0.96987,0.87346,0.1448,0.80989,0.6092,0.2422,0.11081,0.61977,0.40798,0.19199,1.83332,2.56419,2.46286,0.92319,0.00118657,0.00118657,0.00118657
24,648.469,1.72548,2.38446,0.95108,0.87515,0.14922,0.8403,0.65808,0.25302,0.13234,0.74525,0.5408,0.25417,1.89817,2.59016,2.35703,0.9318,0.00122305,0.00122305,0.00122305
25,675.012,1.67087,2.15688,0.96633,0.87919,0.15061,0.84411,0.66474,0.25777,0.14179,0.79468,0.58973,0.2778,2.0067,2.33678,2.3105,0.95393,0.00125821,0.00125821,0.00125821
26,700.954,1.60515,2.11727,0.93711,0.87259,0.15467,0.88213,0.74073,0.3225,0.128,0.73004,0.49835,0.19365,1.84764,2.24955,2.2227,0.9307,0.00125442,0.00125442,0.00125442
27,727.865,1.56383,2.21673,0.93861,0.87958,0.15349,0.89354,0.7263,0.31535,0.12933,0.75285,0.46474,0.17101,1.80831,2.26111,2.10284,0.92092,0.00123791,0.00123791,0.00123791
28,754.977,1.53356,2.08922,0.91667,0.87307,0.76249,0.5493,0.70846,0.32254,0.67895,0.39544,0.5078,0.20543,1.74608,2.27385,1.98967,0.91533,0.00122141,0.00122141,0.00122141
29,780.835,1.53637,2.0536,0.89732,0.87447,0.88417,0.43538,0.74971,0.33301,0.81952,0.26996,0.48472,0.20003,1.72598,2.26365,1.85069,0.91132,0.00120491,0.00120491,0.00120491
30,807.37,1.55599,2.16311,0.89201,0.86367,0.88767,0.4981,0.76927,0.36249,0.67761,0.38023,0.48384,0.18043,1.66908,2.13695,1.66876,0.9077,0.0011884,0.0011884,0.0011884
31,835.557,1.5461,2.02465,0.84409,0.86465,0.87752,0.6538,0.80742,0.40457,0.6376,0.46008,0.52321,0.18243,1.55799,1.98337,1.45584,0.8963,0.0011719,0.0011719,0.0011719
32,861.9,1.53694,2.19724,0.88127,0.86452,0.85701,0.64639,0.80034,0.40162,0.59684,0.44469,0.44706,0.14334,1.58282,2.0488,1.33314,0.90027,0.0011554,0.0011554,0.0011554
33,887.975,1.4223,2.00291,0.84108,0.86155,0.85827,0.67681,0.81233,0.42148,0.65093,0.51331,0.53291,0.20021,1.50871,2.08314,1.28751,0.89202,0.00113889,0.00113889,0.00113889
34,914.408,1.62106,2.05972,0.88097,0.87979,0.84424,0.65399,0.78132,0.40588,0.5294,0.40304,0.38197,0.12504,1.5663,1.94543,1.31212,0.89218,0.00112239,0.00112239,0.00112239
35,942.222,1.39088,1.87982,0.82377,0.86872,0.81885,0.64639,0.75863,0.39358,0.51492,0.39924,0.38431,0.13088,1.63071,1.86596,1.27737,0.89883,0.00110589,0.00110589,0.00110589
36,968.872,1.45101,2.03296,0.82744,0.86463,0.8269,0.68821,0.81678,0.43476,0.64416,0.53612,0.55817,0.20818,1.48748,1.79239,1.1432,0.88895,0.00108938,0.00108938,0.00108938
37,995.228,1.55162,2.1397,0.82412,0.857,0.82889,0.72624,0.84332,0.43307,0.63624,0.55198,0.58293,0.21349,1.50231,1.82321,1.05398,0.88942,0.00107288,0.00107288,0.00107288
38,1022.65,1.42912,1.99778,0.78374,0.85985,0.80473,0.7365,0.82703,0.43408,0.56311,0.55133,0.51332,0.17659,1.49249,1.7976,0.99454,0.89014,0.00105638,0.00105638,0.00105638
39,1049.73,1.38356,1.87809,0.79255,0.85851,0.79947,0.73764,0.82629,0.41585,0.55973,0.57795,0.51571,0.18863,1.55983,1.77975,0.93056,0.89887,0.00103987,0.00103987,0.00103987
40,1076.46,1.494,2.04016,0.78356,0.85656,0.76084,0.76806,0.84267,0.45301,0.54823,0.58601,0.50959,0.1874,1.48049,1.74621,0.87024,0.891,0.00102337,0.00102337,0.00102337
41,1102.47,1.40769,1.90301,0.79454,0.85208,0.79977,0.77456,0.8548,0.47331,0.56979,0.60456,0.5486,0.20521,1.41812,1.71153,0.83628,0.88816,0.00100687,0.00100687,0.00100687
42,1127.71,1.31824,1.83713,0.77688,0.85401,0.79202,0.76742,0.84498,0.46523,0.54116,0.59316,0.53272,0.1969,1.39183,1.79762,0.85832,0.88298,0.000990365,0.000990365,0.000990365
43,1155.21,1.38748,1.9246,0.76972,0.84992,0.76605,0.75949,0.81317,0.44664,0.53026,0.51506,0.49292,0.18669,1.38836,1.79301,0.89368,0.88223,0.000973861,0.000973861,0.000973861
44,1180.61,1.31575,1.86221,0.73673,0.84422,0.81957,0.75993,0.84009,0.4472,0.6133,0.57795,0.57131,0.22386,1.44539,1.80231,0.92263,0.89341,0.000957358,0.000957358,0.000957358
45,1206.82,1.40618,1.96466,0.77246,0.85317,0.80653,0.74905,0.83455,0.46468,0.58429,0.51331,0.50261,0.19196,1.3658,1.70437,0.89379,0.88525,0.000940855,0.000940855,0.000940855
46,1233.57,1.38585,1.95801,0.77449,0.85827,0.76576,0.76046,0.80797,0.45708,0.52623,0.4943,0.44322,0.15957,1.40727,1.67442,0.82806,0.88805,0.000924352,0.000924352,0.000924352
47,1259.79,1.40327,2.01495,0.76405,0.85809,0.77502,0.78327,0.82709,0.44335,0.58185,0.52909,0.48029,0.16904,1.47015,1.68498,0.80895,0.88984,0.000907848,0.000907848,0.000907848
48,1286.66,1.28613,1.73838,0.73891,0.85373,0.80157,0.77186,0.83892,0.46332,0.60169,0.58012,0.55655,0.20147,1.42392,1.68779,0.80282,0.88557,0.000891345,0.000891345,0.000891345
49,1313.79,1.52425,2.03888,0.78693,0.85209,0.83551,0.75322,0.85888,0.48904,0.61177,0.54373,0.53849,0.19686,1.37696,1.69411,0.79999,0.8859,0.000874842,0.000874842,0.000874842
50,1340.66,1.31202,1.83588,0.73775,0.84508,0.80777,0.73384,0.82401,0.48468,0.55788,0.5057,0.47646,0.15894,1.40524,1.72532,0.79184,0.8844,0.000858338,0.000858338,0.000858338
51,1368.26,1.24157,1.71434,0.70911,0.84818,0.82918,0.75285,0.8382,0.48495,0.55451,0.5057,0.4652,0.16158,1.41073,1.69523,0.78059,0.88463,0.000841835,0.000841835,0.000841835
52,1394.58,1.2525,1.72026,0.73401,0.84678,0.82279,0.80608,0.87365,0.50402,0.66061,0.58555,0.5848,0.22064,1.39009,1.58531,0.7639,0.88606,0.000825332,0.000825332,0.000825332
53,1421.22,1.2995,1.75248,0.72911,0.84714,0.88138,0.77567,0.87574,0.49203,0.7183,0.62357,0.63149,0.24836,1.40916,1.56599,0.7651,0.88835,0.000808828,0.000808828,0.000808828
54,1447.08,1.24773,1.7115,0.72725,0.84803,0.86601,0.78642,0.88137,0.50607,0.67498,0.59316,0.60835,0.2443,1.36298,1.57434,0.76472,0.8873,0.000792325,0.000792325,0.000792325
55,1473.88,1.30696,1.80039,0.71639,0.85029,0.82467,0.80608,0.88208,0.51001,0.63006,0.57034,0.55906,0.21649,1.36166,1.62298,0.76507,0.88309,0.000775822,0.000775822,0.000775822
56,1500.44,1.28862,1.86694,0.72115,0.84571,0.80871,0.80372,0.87178,0.49901,0.55098,0.53232,0.50229,0.17795,1.38099,1.66399,0.75507,0.88236,0.000759318,0.000759318,0.000759318
57,1527.48,1.3039,1.79515,0.73457,0.851,0.79768,0.8327,0.86949,0.50355,0.54506,0.54373,0.50121,0.17603,1.35969,1.64437,0.7419,0.8806,0.000742815,0.000742815,0.000742815
58,1553.57,1.21346,1.71272,0.67589,0.8477,0.84616,0.77567,0.86771,0.51643,0.5773,0.56602,0.53411,0.20464,1.30164,1.58245,0.73768,0.87925,0.000726312,0.000726312,0.000726312
59,1580.27,1.29128,1.82384,0.69034,0.84522,0.86424,0.75035,0.86213,0.52168,0.55642,0.56758,0.53546,0.20445,1.28568,1.5803,0.74465,0.88061,0.000709809,0.000709809,0.000709809
60,1606.94,1.22175,1.61758,0.68767,0.8423,0.80688,0.74666,0.83663,0.51889,0.58245,0.53232,0.52665,0.19605,1.26702,1.59144,0.74283,0.87949,0.000693305,0.000693305,0.000693305
61,1633.38,1.32498,1.79203,0.72501,0.8444,0.81386,0.73384,0.83977,0.51751,0.53788,0.5057,0.47155,0.17459,1.29795,1.57646,0.74777,0.87866,0.000676802,0.000676802,0.000676802
62,1659.98,1.24999,1.68615,0.69322,0.84783,0.74171,0.84076,0.85926,0.51496,0.53913,0.52485,0.48638,0.16741,1.30964,1.56645,0.74516,0.87839,0.000660299,0.000660299,0.000660299
63,1686.03,1.29154,1.74392,0.71653,0.83356,0.83106,0.80228,0.88511,0.5333,0.52795,0.61977,0.51931,0.17932,1.26811,1.54715,0.75114,0.87707,0.000643795,0.000643795,0.000643795
64,1711.67,1.26815,1.75502,0.72925,0.84584,0.84941,0.78707,0.89485,0.54668,0.54009,0.59696,0.50632,0.19095,1.23033,1.50202,0.74607,0.87578,0.000627292,0.000627292,0.000627292
65,1737.52,1.19318,1.67509,0.66745,0.84197,0.85158,0.78537,0.88814,0.5464,0.52235,0.58935,0.49646,0.18365,1.22556,1.48336,0.73245,0.87612,0.000610789,0.000610789,0.000610789
66,1763.48,1.18953,1.64242,0.67533,0.82787,0.8423,0.79848,0.87783,0.54627,0.49313,0.55133,0.47034,0.15926,1.2503,1.51525,0.72992,0.87825,0.000594286,0.000594286,0.000594286
67,1790.05,1.18971,1.73717,0.65625,0.83076,0.86298,0.79024,0.88939,0.55065,0.50135,0.58175,0.48679,0.16062,1.23009,1.48519,0.7221,0.87609,0.000577782,0.000577782,0.000577782
68,1817.42,1.20136,1.66033,0.68455,0.83869,0.8244,0.82114,0.89124,0.54645,0.55757,0.58555,0.52408,0.17089,1.22888,1.4846,0.71472,0.8697,0.000561279,0.000561279,0.000561279
69,1843.8,1.16741,1.59047,0.65824,0.83495,0.79166,0.8327,0.88984,0.55626,0.58589,0.58555,0.53664,0.18448,1.21334,1.50252,0.71379,0.87384,0.000544776,0.000544776,0.000544776
70,1871.25,1.19428,1.59401,0.66911,0.83499,0.81233,0.82293,0.88169,0.54848,0.59129,0.56274,0.51793,0.17838,1.2263,1.539,0.7113,0.87577,0.000528272,0.000528272,0.000528272
71,1899.32,1.13191,1.61503,0.63818,0.83825,0.82241,0.80608,0.88091,0.54733,0.60883,0.52852,0.51413,0.1822,1.21772,1.51191,0.71117,0.87427,0.000511769,0.000511769,0.000511769
72,1928.37,1.18989,1.67118,0.65046,0.84018,0.83549,0.81102,0.88333,0.55955,0.63716,0.56274,0.56544,0.20736,1.18871,1.45575,0.69904,0.86961,0.000495266,0.000495266,0.000495266
73,1954.68,1.144,1.64299,0.6521,0.8315,0.81464,0.82129,0.88138,0.54991,0.66183,0.55894,0.56671,0.21451,1.21945,1.45762,0.6989,0.8679,0.000478762,0.000478762,0.000478762
74,1982.91,1.14002,1.62006,0.63673,0.83833,0.8255,0.80989,0.88122,0.54219,0.62264,0.60837,0.58278,0.21106,1.24321,1.46878,0.7074,0.86852,0.000462259,0.000462259,0.000462259
75,2011.09,1.14214,1.59509,0.63058,0.82343,0.81072,0.8327,0.88576,0.55892,0.57161,0.5936,0.55934,0.19653,1.20635,1.47284,0.69651,0.86679,0.000445756,0.000445756,0.000445756
76,2037.82,1.1798,1.63025,0.65911,0.84203,0.79548,0.8251,0.88287,0.56947,0.6002,0.59935,0.57404,0.20736,1.17188,1.45854,0.68024,0.86652,0.000429253,0.000429253,0.000429253
77,2065.96,1.06747,1.54262,0.62745,0.82803,0.80017,0.85932,0.89553,0.56995,0.62619,0.61217,0.57574,0.20581,1.18408,1.48915,0.67743,0.86781,0.000412749,0.000412749,0.000412749
78,2095.23,1.12064,1.64204,0.62336,0.82904,0.79581,0.87833,0.90723,0.55699,0.68177,0.64353,0.6004,0.21541,1.22229,1.50775,0.68194,0.86915,0.000396246,0.000396246,0.000396246
79,2124.28,1.117,1.55336,0.66008,0.83817,0.8397,0.85647,0.90601,0.55175,0.70412,0.64259,0.60977,0.21219,1.22942,1.49298,0.68871,0.86921,0.000379743,0.000379743,0.000379743
80,2152.03,1.07971,1.52121,0.61435,0.82589,0.80731,0.87616,0.89338,0.55905,0.67531,0.62475,0.59475,0.20632,1.20288,1.46981,0.68065,0.86796,0.000363239,0.000363239,0.000363239
81,2179.4,1.1499,1.62438,0.6202,0.83111,0.81451,0.88489,0.90149,0.57532,0.6523,0.60632,0.57184,0.20332,1.1618,1.44162,0.66222,0.86507,0.000346736,0.000346736,0.000346736
82,2207.76,1.18088,1.66411,0.64715,0.82331,0.81041,0.87766,0.90381,0.59272,0.67819,0.56274,0.58145,0.20805,1.13961,1.43312,0.66284,0.86389,0.000330233,0.000330233,0.000330233
83,2236.44,1.12278,1.56173,0.62307,0.83288,0.81083,0.88213,0.90194,0.59673,0.58295,0.63498,0.56164,0.20624,1.1278,1.4356,0.67061,0.86391,0.000313729,0.000313729,0.000313729
84,2264.6,1.15313,1.63103,0.63824,0.83242,0.81621,0.87807,0.90211,0.58936,0.58438,0.63878,0.5642,0.21583,1.14266,1.44292,0.67766,0.86423,0.000297226,0.000297226,0.000297226
85,2291.39,1.04441,1.43422,0.61662,0.82528,0.82881,0.8836,0.91515,0.58038,0.59654,0.65215,0.57498,0.22235,1.16745,1.44517,0.67258,0.86589,0.000280723,0.000280723,0.000280723
86,2321.07,1.09089,1.52729,0.62437,0.83153,0.82703,0.89081,0.914,0.57352,0.59943,0.6616,0.58041,0.22862,1.17163,1.43273,0.66417,0.86726,0.00026422,0.00026422,0.00026422
87,2349.76,1.11765,1.50165,0.65046,0.82917,0.81773,0.89734,0.91482,0.57925,0.59701,0.6654,0.58206,0.23603,1.15029,1.41734,0.65182,0.86643,0.000247716,0.000247716,0.000247716
88,2378.3,1.03686,1.55201,0.60027,0.82623,0.82432,0.89203,0.91586,0.5845,0.60776,0.67162,0.59418,0.23886,1.13477,1.39732,0.64389,0.86632,0.000231213,0.000231213,0.000231213
89,2408.29,1.06891,1.50179,0.6073,0.83856,0.81897,0.89445,0.91506,0.59723,0.60109,0.6692,0.58816,0.23824,1.12057,1.38392,0.63542,0.86626,0.00021471,0.00021471,0.00021471
90,2440.56,0.99336,1.42304,0.59673,0.81322,0.82806,0.89729,0.91788,0.60068,0.6153,0.673,0.60259,0.24058,1.1134,1.3744,0.63906,0.86589,0.000198206,0.000198206,0.000198206
91,2469.36,0.9777,1.36374,0.59192,0.82254,0.82184,0.8945,0.91626,0.59676,0.60682,0.66899,0.5971,0.23948,1.11535,1.37524,0.63907,0.86469,0.000181703,0.000181703,0.000181703
92,2496.48,1.05859,1.52468,0.64062,0.82256,0.82441,0.89734,0.918,0.59371,0.6759,0.59316,0.59181,0.23437,1.11852,1.36363,0.63964,0.86217,0.0001652,0.0001652,0.0001652
93,2520.77,0.95795,1.3952,0.58747,0.81789,0.83564,0.88928,0.91719,0.59407,0.62431,0.62553,0.58911,0.23177,1.12486,1.35849,0.64101,0.86028,0.000148696,0.000148696,0.000148696
94,2545.82,1.00071,1.43751,0.61418,0.82286,0.82797,0.88973,0.91931,0.59262,0.62525,0.62805,0.58622,0.23132,1.1344,1.35858,0.64008,0.86042,0.000132193,0.000132193,0.000132193
95,2570.52,0.9844,1.41458,0.59663,0.8214,0.84232,0.88973,0.91915,0.59525,0.63142,0.63498,0.59722,0.23031,1.13882,1.36238,0.64004,0.86055,0.00011569,0.00011569,0.00011569
96,2595.98,0.98076,1.46518,0.6026,0.8166,0.82794,0.88973,0.91871,0.5955,0.63922,0.64259,0.60374,0.23391,1.13813,1.35861,0.63996,0.86043,9.91865e-05,9.91865e-05,9.91865e-05
97,2620.79,0.95899,1.33657,0.59934,0.824,0.82613,0.89354,0.91986,0.59463,0.67607,0.61217,0.59761,0.23282,1.135,1.35621,0.64048,0.85989,8.26832e-05,8.26832e-05,8.26832e-05
98,2645.13,0.96901,1.41822,0.58524,0.82037,0.89985,0.81369,0.91936,0.59772,0.66866,0.60837,0.5927,0.2315,1.12906,1.35154,0.63829,0.85912,6.61799e-05,6.61799e-05,6.61799e-05
99,2670.13,1.01448,1.40669,0.60907,0.82803,0.89975,0.819,0.92031,0.59945,0.65788,0.59955,0.58342,0.22884,1.12236,1.35981,0.63708,0.85867,4.96766e-05,4.96766e-05,4.96766e-05
100,2694.76,0.9658,1.36581,0.58404,0.82594,0.89969,0.81849,0.9199,0.60146,0.6537,0.59573,0.57728,0.22496,1.1172,1.35872,0.63604,0.85821,3.31733e-05,3.31733e-05,3.31733e-05
